#x	y	z	vx	vy	vz	m
-2.29032	2.6196	-0.303224	-47.6047	-41.3359	10.1708	18704.2
-0.89704	-0.208813	0.183308	12.7951	-35.7057	19.5474	18704.2
-1.37026	0.835205	0.0678581	-41.8627	-32.0103	-0.704386	18704.2
0.251776	0.314446	0.130171	-17.772	34.1695	-14.8002	18704.2
0.609304	-0.0623008	-0.390742	2.13934	50.6798	-21.3361	18704.2
-0.41132	0.00726057	0.0223811	-31.9361	-27.4217	11.3084	18704.2
2.0531	-2.12882	0.157148	47.7884	43.2843	6.61667	18704.2
-0.0478595	0.073048	0.215059	-4.98008	-7.73915	18.0668	18704.2
-0.542438	-0.464984	-0.151155	-5.69542	-40.3801	9.61144	18704.2
-0.3059	0.0522486	0.0209691	2.80692	-31.3475	-10.8082	18704.2
0.515373	-0.259709	-0.0612292	27.9631	-8.44617	8.07738	18704.2
2.04433	-1.61989	-0.117546	37.6946	50.8752	-1.27104	18704.2
-0.66413	0.270002	0.315846	-18.0283	-45.6625	-11.1389	18704.2
1.11968	0.16307	0.059515	-18.0109	45.1486	2.84101	18704.2
0.299675	-0.658328	0.40106	23.8804	-5.97777	-1.0737	18704.2
-0.251897	-0.135843	-0.547545	-20.4121	7.27572	14.1347	18704.2
-3.23359	-4.31635	-0.181476	58.3219	-43.294	1.97616	18704.2
0.240892	-1.38087	-0.339911	31.0165	4.91029	-11.8166	18704.2
5.06085	-1.98411	0.0401845	26.4693	67.1899	2.85525	18704.2
-3.59874	-1.15348	-0.180467	24.563	-66.3864	-1.5121	18704.2
-2.42145	1.00904	0.115829	-22.0277	-54.4951	4.29058	18704.2
1.99408	-1.61165	0.112164	27.679	45.8146	11.1373	18704.2
-1.68476	-1.3565	-0.227301	24.2806	-37.9585	-17.4376	18704.2
-1.03785	0.245159	0.060364	1.38363	-51.1616	-1.45321	18704.2
1.95329	0.10555	-0.282095	-1.83458	51.4771	6.58962	18704.2
-2.68921	1.62375	-0.205806	-35.564	-48.9614	-1.81608	18704.2
-3.1186	-2.08433	-0.0554155	41.1873	-60.299	5.8224	18704.2
0.176686	0.692999	0.12914	-39.7745	4.53516	5.50421	18704.2
-2.82722	-0.545919	0.173504	11.3963	-69.1935	-6.16861	18704.2
-3.56795	-2.06621	-0.342854	38.1207	-57.4768	1.07118	18704.2
-1.13752	-1.73172	-0.329138	51.1263	-26.6377	0.964241	18704.2
1.33169	-1.50705	-0.0420894	19.7256	41.8617	7.72594	18704.2
-0.86647	0.114758	0.0716757	0.83814	-32.2232	-3.0768	18704.2
0.706888	-0.553494	-0.0929484	33.0578	7.98692	4.77395	18704.2
0.00863089	-2.35911	0.0552389	58.0479	-3.66549	-5.65949	18704.2
-1.23267	1.23125	-0.161929	-32.973	-21.4181	-0.895407	18704.2
-0.746091	-0.798395	-0.127356	45.0954	2.36507	-2.13295	18704.2
1.39775	-1.63272	-0.0577448	46.3261	23.8857	15.4826	18704.2
1.8765	3.73644	0.345006	-63.1952	33.0426	-1.77458	18704.2
-1.01516	0.0974917	-0.104842	-10.0355	-15.4158	-1.62063	18704.2
1.19426	-0.919249	-0.0268223	32.9959	53.8918	7.42871	18704.2
-0.791589	-0.44909	-0.350143	22.183	-4.03101	-1.36059	18704.2
1.90896	-0.9462	0.166828	21.9101	51.2706	-0.429957	18704.2
0.446611	0.167696	-0.0192439	-7.43117	25.7664	21.5868	18704.2
3.2278	1.90283	-0.134365	-35.6943	54.9023	4.83056	18704.2
0.790359	1.85587	-0.140849	-57.887	24.5011	-3.64406	18704.2
-1.58795	0.410884	0.131493	-19.5444	-54.9023	-2.94531	18704.2
-0.262498	0.769028	-0.0330791	-58.2625	3.47148	5.44775	18704.2
-1.96626	0.746437	0.000782596	-22.5443	-44.0299	-2.10671	18704.2
0.250954	-0.623414	0.0911306	28.1234	17.2683	-24.5855	18704.2
0.375329	-1.04578	0.0801897	47.6121	18.055	-1.07482	18704.2
-1.37591	1.58424	0.0982909	-50.6956	-24.2071	-5.32392	18704.2
-1.46918	-0.900285	0.0770585	27.5694	-39.2046	-8.51744	18704.2
0.0770455	3.02128	-0.00844486	-60.8609	1.88991	-9.73617	18704.2
-0.0766207	2.66051	0.113065	-60.099	8.98401	3.68262	18704.2
-0.631214	-2.29269	0.229736	54.1239	-12.8031	0.431386	18704.2
-0.23639	0.286908	0.079525	-5.57902	-23.3865	11.2045	18704.2
-1.00339	0.779645	-0.110766	-14.0512	-51.8721	-2.61211	18704.2
-1.88443	-0.677044	0.201351	22.9552	-49.0477	-2.21844	18704.2
0.801832	-1.87591	-0.198047	40.2679	12.865	16.9797	18704.2
-1.81159	10.4667	-0.0168222	-70.541	-13.0674	0.644579	18704.2
2.01584	-0.15542	-0.0421502	1.95996	54.6027	-0.866665	18704.2
0.337412	-0.911443	0.195387	26.9592	18.2313	10.1212	18704.2
-0.230196	-0.850261	0.324331	33.5312	-19.9721	16.0155	18704.2
-0.832941	-2.22141	0.343133	66.58	-20.9826	-9.05649	18704.2
2.28616	-3.43925	-0.0525111	61.6782	38.0573	7.38601	18704.2
1.09497	-1.42902	0.0881848	49.6107	40.0352	-12.9281	18704.2
1.7887	-0.913273	0.0847867	2.1697	50.2871	10.5349	18704.2
0.27317	-0.574444	0.0547564	12.7189	12.1658	9.61379	18704.2
-0.139902	-0.367599	-0.358307	-5.21864	-3.14803	-16.4061	18704.2
-1.3417	2.93524	0.252491	-63.1842	-28.0555	0.107721	18704.2
0.880873	-1.30685	-0.195947	53.4533	35.7138	-1.33704	18704.2
1.41191	-0.247743	-0.421513	26.2769	37.3388	10.828	18704.2
-2.07055	-3.87223	0.176409	67.1165	-32.4207	1.99542	18704.2
0.111992	-6.17482	-0.367242	73.3852	0.661237	-4.45195	18704.2
-0.253117	0.598116	-0.301907	-36.7517	-26.0262	20.9784	18704.2
0.0633862	-0.51928	-0.228932	-1.16626	-6.66709	-25.4346	18704.2
-3.25744	0.214677	0.027875	-5.07173	-67.4813	-6.94561	18704.2
-2.79738	-0.670176	-0.435646	11.0536	-65.8771	-5.10183	18704.2
-0.311436	0.61006	-0.0419171	-50.8691	-15.7623	-6.76061	18704.2
-3.24655	-0.235861	-0.16447	11.989	-66.1976	-2.00317	18704.2
-1.75875	-0.322614	-0.0194877	1.53724	-55.0356	0.806875	18704.2
0.4453	-0.761369	-0.225041	46.664	11.7776	1.66794	18704.2
-0.320834	-0.661266	-0.0166073	17.0082	4.02835	2.99796	18704.2
-0.0546114	0.976027	0.028424	-42.0031	3.82563	-3.34902	18704.2
0.838454	0.492083	-0.202716	-37.2085	23.6153	-15.1764	18704.2
0.541992	2.97998	-0.121202	-68.7353	7.49729	3.57373	18704.2
-1.41685	0.871907	0.348253	-37.89	-31.938	6.47441	18704.2
1.96158	-0.415725	0.054432	18.2356	58.0021	-3.8829	18704.2
-0.00582431	0.69639	0.0124792	-6.74442	12.651	9.56576	18704.2
0.241371	0.901679	-0.287971	-21.0043	11.2215	-7.47052	18704.2
-0.481956	-1.80013	-0.00649771	40.7612	-0.852572	5.71491	18704.2
2.24958	-5.11656	0.0456137	65.2401	32.0486	-2.4155	18704.2
3.23785	0.0456882	0.110475	5.66864	70.1897	4.00087	18704.2
-0.285525	0.0597138	-0.00696107	30.191	-11.694	-10.689	18704.2
-0.0844685	-1.20872	0.0802684	44.1105	-4.29717	-8.20355	18704.2
0.21414	-0.254589	0.022274	9.16177	-7.49065	2.8875	18704.2
0.00236917	1.73181	-0.0413207	-59.4088	3.95367	9.41433	18704.2
0.879582	1.76128	-0.0809602	-53.15	21.4994	-0.989014	18704.2
-0.568556	-0.120304	0.176639	4.58721	-19.9284	9.51883	18704.2
-2.9298	1.53427	-0.227156	-31.3878	-59.272	-1.71937	18704.2
-0.465368	0.242045	-0.115986	-19.7848	-3.06091	4.31788	18704.2
-4.10069	6.14378	-0.0470276	-60.8993	-40.4109	-2.94121	18704.2
-0.061558	1.30745	-0.193384	-42.1645	-8.32443	2.36878	18704.2
-1.52808	2.46369	0.121012	-54.9445	-39.4224	-6.79347	18704.2
-0.995328	-1.28565	0.358079	26.1212	-31.713	8.38287	18704.2
0.581369	3.33335	0.286149	-64.6436	15.7566	8.61995	18704.2
0.27781	-2.94749	-0.457979	69.8819	-5.11662	-0.609805	18704.2
2.04992	1.69126	0.343614	-34.3546	47.724	9.3191	18704.2
-0.110834	0.438577	0.207738	-37.965	-11.2992	6.68422	18704.2
-0.716058	-1.72256	-0.29215	48.8016	-30.507	-12.7265	18704.2
-1.72034	0.032554	0.12647	6.03901	-54.2463	-1.88249	18704.2
-0.7526	-1.38723	-0.145879	46.1379	-6.37344	-12.9754	18704.2
-1.39521	1.1255	0.210331	-23.0364	-34.2549	11.1266	18704.2
1.07219	-2.83174	0.222951	56.3967	24.9133	-0.841146	18704.2
0.751917	-0.466101	0.186332	8.36095	37.8207	11.5901	18704.2
-0.192307	-0.576909	0.0171928	13.8942	2.72536	-42.3998	18704.2
-0.682326	-0.521262	-0.150952	10.4786	-26.36	-7.9915	18704.2
-1.14924	0.817834	0.159911	-21.9655	-37.3563	-1.61203	18704.2
2.10648	-3.1962	-0.224399	54.8892	37.5161	-5.78237	18704.2
-2.49411	-2.93671	-0.343103	50.3757	-47.1263	8.05268	18704.2
-0.13393	1.35503	0.27001	-45.6075	12.748	-10.7773	18704.2
1.16948	0.787291	-0.0299732	-32.6495	39.7705	-1.84385	18704.2
0.885501	-0.0621281	-0.231089	4.2371	39.2463	14.5711	18704.2
-0.379106	1.44559	-0.186017	-54.4007	7.32649	-15.3065	18704.2
0.173343	0.41132	-0.364282	-13.322	-13.7204	-15.0053	18704.2
-0.548519	0.064636	-0.259765	-4.92949	-0.640239	0.261311	18704.2
1.15581	0.526556	-0.380394	-17.2587	14.446	5.16055	18704.2
3.46866	0.484111	-0.0700532	-7.76683	69.9286	-2.73865	18704.2
-0.880043	-1.27288	-0.268141	50.2429	-28.6523	-5.97809	18704.2
0.489179	-0.738872	-0.156862	34.2452	27.5737	-0.508531	18704.2
-1.30856	-0.766813	0.187959	21.6058	-51.8455	1.1367	18704.2
-2.13612	-0.359072	0.0783498	13.7659	-67.6365	-3.65814	18704.2
0.908046	0.867823	0.688682	-36.019	30.8839	-7.55051	18704.2
4.26808	0.789904	0.0496901	-10.8226	72.2465	0.413514	18704.2
0.177211	-0.720799	-0.117837	35.6126	0.405424	-15.4947	18704.2
-1.2467	-0.475857	-0.283969	20.5657	-55.67	8.64611	18704.2
1.163	0.580478	0.223989	-20.875	44.8904	-11.5496	18704.2
-0.243904	-0.985905	0.147812	36.0504	-28.4422	-3.72686	18704.2
3.40223	0.743575	0.255577	-13.7978	70.7711	-3.47518	18704.2
-0.0402907	-0.637572	0.0356754	22.1847	-9.9719	-13.0983	18704.2
-1.31804	-2.1631	0.0777985	57.8704	-37.5978	5.09929	18704.2
-3.21541	-0.311218	-0.52042	4.91326	-68.3353	6.70066	18704.2
-0.694899	0.963715	-0.237921	-15.6282	-13.4969	9.30479	18704.2
1.01551	-1.02587	-0.0684947	39.5006	38.8541	6.95292	18704.2
2.50231	-2.36417	0.447955	41.0311	48.5123	2.34344	18704.2
-0.466899	0.0517389	-0.199726	3.71951	-36.0167	-3.25109	18704.2
0.775594	0.428748	-0.316096	-25.2287	23.5106	-26.7981	18704.2
1.9766	-3.53291	-0.323091	61.4987	30.7737	4.27924	18704.2
-3.23692	0.975134	-0.181094	-17.8665	-64.0935	1.7894	18704.2
1.3184	-1.77918	0.118467	44.4828	29.3434	-2.21346	18704.2
-0.203863	-2.63379	0.094342	68.9182	-4.74615	-9.96117	18704.2
0.771123	-0.183968	-0.220717	-10.3046	41.436	21.939	18704.2
0.281737	-1.61042	0.0884214	47.0146	0.479537	3.1021	18704.2
1.13847	0.474814	-0.209556	-16.5133	36.7513	0.426505	18704.2
-1.20907	-0.101026	-0.00300729	2.03934	-46.4619	14.2154	18704.2
-0.219173	-1.05901	0.491676	38.2775	-8.74868	-11.6068	18704.2
4.59435	-2.0568	0.1837	31.2809	62.8381	0.207978	18704.2
3.81574	0.0768655	0.0750051	-7.06833	69.5812	-2.58529	18704.2
-1.02811	-1.6977	0.116361	52.7076	-40.0863	7.56674	18704.2
-0.266549	3.20104	-0.0416581	-67.7895	-3.32433	1.5063	18704.2
2.28098	0.0987637	-0.0794312	-1.41647	55.658	2.35065	18704.2
-0.273297	0.99314	-0.3875	-41.848	-27.9323	-4.77454	18704.2
-0.168477	1.61055	0.332348	-55.3027	-9.29456	-7.85637	18704.2
-2.52841	0.342321	0.0479226	-13.7213	-57.734	-7.84653	18704.2
0.718349	1.46784	0.0428759	-38.2102	21.5564	-5.05348	18704.2
-0.998176	-0.132077	0.01767	20.9911	-43.1062	-0.259715	18704.2
-0.537277	0.903972	-0.152771	-39.6996	-22.2699	1.38348	18704.2
0.122059	0.34535	-0.285806	8.32613	23.8269	-8.539	18704.2
0.698619	-0.604779	-0.11156	-9.04136	53.7682	14.9064	18704.2
-0.587823	-0.170057	0.20267	-1.65612	-16.2663	-32.8344	18704.2
0.907397	-0.894403	-0.00811011	38.215	32.0125	5.31095	18704.2
-6.68917	1.11254	-0.0687787	-13.5218	-72.6134	1.18304	18704.2
0.378722	0.263361	0.171727	0.192061	37.8472	-13.1848	18704.2
0.00579986	-0.0585209	-0.851639	-0.89875	-0.57728	4.70118	18704.2
-1.18097	0.951111	0.344846	-26.658	-39.8699	16.4371	18704.2
3.78548	0.28037	-0.237062	-3.09828	72.0663	-8.66438	18704.2
-3.26035	-1.43542	0.405291	29.2753	-58.8842	4.98661	18704.2
1.35641	0.723996	-0.388838	-33.3268	55.928	7.84596	18704.2
0.673655	-2.09666	-0.0297289	53.8044	9.05149	-1.06493	18704.2
-4.36582	-2.37356	-0.0818102	33.8045	-63.6875	1.79258	18704.2
1.34789	-0.989485	-0.349983	39.6907	48.474	-4.94685	18704.2
2.90286	0.293814	-0.295678	-7.5947	64.6809	3.60994	18704.2
0.2059	0.219501	-0.065014	-22.6064	6.9606	6.03274	18704.2
2.38626	-0.283	0.222303	2.5232	70.2303	-2.76046	18704.2
-0.0893557	0.762768	0.141758	-47.9828	1.26295	-24.1611	18704.2
-2.32875	1.11246	-0.376745	-34.0051	-53.7638	-1.02838	18704.2
-0.300059	-2.81689	0.133691	66.4021	-13.6831	9.2388	18704.2
1.52281	-0.859152	0.132952	12.4286	55.8307	-7.83531	18704.2
-0.949301	-0.242335	-0.00252246	12.0649	-28.2724	-17.0706	18704.2
-0.31355	1.43823	0.090697	-36.6583	14.6027	3.5972	18704.2
0.0604967	-2.84359	-0.252131	57.135	-0.127512	12.3103	18704.2
0.310275	-0.0615763	0.00377577	-23.1992	14.9632	-4.94862	18704.2
0.995257	0.0962737	-0.223181	2.26216	41.7355	-4.69319	18704.2
0.505471	0.36401	0.22046	-13.875	6.21925	11.1736	18704.2
0.159253	-0.0629113	-0.15302	10.087	0.255919	27.2117	18704.2
-3.65703	-3.18892	0.0991194	47.1895	-53.9571	-1.74004	18704.2
0.753622	-0.198335	0.00917454	-0.234666	27.6915	-0.730184	18704.2
1.38917	-1.46073	-0.223472	47.0422	42.271	2.03159	18704.2
-0.466696	0.759103	0.0416799	-14.8624	-3.84283	19.9844	18704.2
-0.583895	0.666003	0.182769	-52.2106	-33.2112	13.8693	18704.2
-2.76868	-0.729595	0.257152	15.9938	-64.4211	-4.05251	18704.2
-0.453707	0.870347	0.0246451	-33.5033	-18.846	-19.7531	18704.2
-0.78793	-0.827447	0.0976399	15.3959	-34.3351	-28.5432	18704.2
-0.155875	1.20695	0.11703	-49.5164	-3.56754	7.76198	18704.2
-1.11033	-1.39876	-0.281098	52.4984	-36.6095	-0.311872	18704.2
-1.0574	0.0354123	-0.25755	2.6789	-47.9574	0.493192	18704.2
0.828068	0.0826563	-0.0662452	-11.4875	46.0757	5.12243	18704.2
2.04042	3.22908	0.450834	-61.5677	35.837	-0.0929909	18704.2
-1.64441	-1.68542	0.0592157	38.343	-52.3096	-2.38146	18704.2
-2.25921	0.0162185	0.0793345	7.15908	-63.3248	-8.03624	18704.2
0.179057	-0.804118	0.399171	8.30273	13.5144	-38.705	18704.2
-0.288252	0.248581	0.822496	-16.6728	-9.37785	-16.2043	18704.2
-1.37614	0.0764737	0.234193	-7.53459	-41.1083	-5.82313	18704.2
-1.80947	-2.35129	0.291698	48.2364	-46.3736	-5.68699	18704.2
-0.399067	-1.81469	0.0555696	44.615	6.12118	-7.12067	18704.2
-0.0444065	0.594662	-0.412535	-10.9303	-14.8445	-31.7107	18704.2
-4.33902	-1.99424	-0.380743	31.0859	-65.1755	2.90922	18704.2
-0.130841	1.83936	0.195236	-63.006	-13.1056	3.48581	18704.2
-3.00763	-0.370431	-0.204822	8.94532	-73.0732	-2.22879	18704.2
1.32721	-2.73337	-0.0960686	57.1452	31.2235	2.42477	18704.2
1.52685	-1.63505	0.0995157	42.899	43.6713	-5.33157	18704.2
-0.697208	-0.655222	-0.0990743	21.2796	-27.4642	6.49783	18704.2
2.11086	1.88338	-0.141458	-41.3292	43.0798	-6.28956	18704.2
1.9739	-2.18166	0.131275	50.3889	48.8273	-2.25668	18704.2
-1.59722	-1.6524	0.123534	49.5169	-40.8554	1.01678	18704.2
-0.31996	-0.471081	0.0645295	11.7394	-15.4664	-7.57783	18704.2
-0.956362	2.18881	0.232608	-54.013	-30.1418	6.12506	18704.2
-2.80702	-6.48323	-0.270519	67.2832	-31.9705	2.01594	18704.2
0.0696465	0.472884	-0.0780808	-49.4675	-0.134463	17.4413	18704.2
0.965908	-1.35404	0.124086	45.8163	32.2889	-4.52986	18704.2
2.26314	0.626748	-0.0876174	-10.6573	60.5773	5.60645	18704.2
-1.28051	-1.3482	0.228679	33.4971	-38.7101	-3.78305	18704.2
0.0946657	-2.99799	-0.514138	68.3464	7.38726	3.24424	18704.2
-3.12835	-0.722384	0.180552	5.91252	-65.5194	-3.01562	18704.2
1.57727	1.79673	0.147588	-49.6028	43.0217	-4.12526	18704.2
1.48867	2.11208	-0.0782962	-48.9952	41.5657	-2.39511	18704.2
-0.801427	0.847405	0.0887837	-30.9082	-16.4025	10.9378	18704.2
0.389666	-4.05739	0.146011	71.7294	8.19822	0.283076	18704.2
-0.370689	-1.19994	-0.130967	56.9219	-11.5841	-12.605	18704.2
1.50555	0.0198637	0.426896	-3.92897	55.9737	16.484	18704.2
1.13554	-1.65493	-0.0454992	54.361	24.5433	-7.18718	18704.2
-0.48648	2.42471	-0.257844	-67.2912	-11.134	-8.26255	18704.2
-0.696924	-0.673871	-0.340783	15.8309	-33.3014	18.2792	18704.2
5.16327	3.22983	0.28839	-39.4806	62.8867	6.08312	18704.2
-0.0611146	1.91833	0.123835	-51.2204	-7.42653	-1.75834	18704.2
2.96715	0.514361	0.155862	-8.92596	62.8548	-3.21411	18704.2
-2.40158	-2.39392	-0.224495	47.0019	-50.4009	0.493979	18704.2
-0.378357	0.301925	-0.00643748	-16.9958	5.20781	21.4385	18704.2
0.796217	-0.502023	0.268907	19.9268	38.0473	1.55925	18704.2
0.639998	0.749837	-0.198504	-51.9078	33.1024	1.004	18704.2
0.0122118	2.61748	0.0649483	-69.2464	-6.00201	-7.15257	18704.2
-1.16013	3.18431	0.0325979	-62.034	-26.3747	-1.16161	18704.2
1.21687	-0.747294	0.117797	-1.2391	31.8065	4.44418	18704.2
1.62901	1.26042	-0.0221721	-36.5262	42.8539	3.28427	18704.2
2.77716	-0.416452	0.340301	9.15569	66.7497	-1.8929	18704.2
-2.0741	1.82735	-0.495525	-36.2911	-52.317	-5.13543	18704.2
1.93313	-0.671634	-0.0224641	17.1036	48.3365	-0.833362	18704.2
-0.246538	-1.29366	-0.0694693	52.6975	-23.9861	-2.27346	18704.2
1.44243	-2.35666	-0.515378	49.9998	36.5715	9.59669	18704.2
0.336037	-1.19868	-0.104743	45.7805	17.1153	-0.0878103	18704.2
-3.28515	-0.447058	0.0794958	7.52186	-67.4083	8.53733	18704.2
1.48251	-1.00262	0.0757487	40.8065	59.0448	4.56139	18704.2
-0.338558	-1.08172	-0.292168	51.2667	-21.5115	-1.38861	18704.2
-0.788503	-2.22966	-0.128318	60.8655	-18.5885	2.39714	18704.2
-0.464856	0.562813	-0.0466165	-16.5162	-22.6583	-3.83755	18704.2
0.426913	-0.401529	-0.0759677	22.9993	8.47272	2.9445	18704.2
-0.0453435	0.00784618	-0.120646	0.49991	3.62039	-10.4325	18704.2
-0.173058	3.38576	0.562826	-68.182	-1.91444	-5.59443	18704.2
-0.79218	-0.84406	-0.164605	35.5546	-45.0584	17.9223	18704.2
1.73064	-0.690085	0.106632	20.2238	70.0442	-4.44015	18704.2
-5.74804	0.556125	0.00293259	-6.72025	-72.775	-1.71356	18704.2
-1.827	-2.58084	0.0603151	58.4572	-36.0494	-12.8711	18704.2
0.401599	-0.186782	-0.330609	18.8014	23.4704	-2.25862	18704.2
1.95697	-0.982181	-0.168092	20.1909	46.1068	6.37621	18704.2
1.59016	-0.786432	0.0480903	30.5836	52.7953	7.61972	18704.2
2.03146	0.469354	0.0954338	-12.1629	62.0803	1.82913	18704.2
0.13721	-0.396413	-0.281858	50.0813	-33.2955	-5.34633	18704.2
-0.505283	0.288163	0.41778	-16.1991	-37.1555	7.34435	18704.2
-0.036471	-4.339	-0.306445	71.0021	-3.79115	-3.41155	18704.2
0.517468	0.989935	-0.238281	-29.3489	20.9307	3.45302	18704.2
0.23757	-1.31251	-0.198002	52.3872	14.5424	-5.41776	18704.2
1.2013	1.5526	-0.18365	-41.2981	35.9587	-16.4122	18704.2
2.32091	-1.19963	-0.191	23.5552	58.8738	-0.0334452	18704.2
-2.00667	-3.4892	0.114692	57.1054	-32.4686	-2.3411	18704.2
-0.790701	-0.164508	0.127322	15.9952	-23.8025	7.44539	18704.2
-3.65653	-0.793392	0.169071	10.7672	-65.4063	-3.05964	18704.2
1.54812	0.482146	-0.492817	-6.78196	41.6061	4.77067	18704.2
-0.296836	-0.664664	-0.0896946	36.057	-27.1418	11.0379	18704.2
1.06156	-0.83079	-0.208845	39.1694	40.7376	-11.4274	18704.2
2.29003	-2.5026	-0.0193467	48.5779	44.0352	-4.05658	18704.2
0.199122	-1.37027	-0.406676	36.3836	-2.01343	13.6988	18704.2
-0.322531	0.863027	0.228534	-39.971	-1.82791	0.883297	18704.2
0.0508161	1.00365	0.212302	-33.1325	-2.07144	-11.0469	18704.2
5.36654	-1.22968	-0.319586	16.4722	69.077	1.59442	18704.2
-1.17274	-2.01994	0.332649	48.7187	-24.3161	-5.77018	18704.2
0.594906	1.91345	0.104183	-60.9646	11.9056	-16.6178	18704.2
3.90854	-3.80931	-0.213082	51.9047	51.2181	-2.5806	18704.2
-1.48268	-0.540793	0.565088	14.6323	-48.206	-25.1196	18704.2
1.56224	-0.909233	-0.336766	20.3065	52.9489	10.949	18704.2
-0.689281	-0.41494	0.191534	7.144	-17.8292	-1.06434	18704.2
3.52687	-1.13327	0.043479	12.9864	67.5507	-0.00527869	18704.2
-0.410073	-1.49134	0.0803508	35.6134	-36.4124	-13.225	18704.2
-0.0264455	1.34752	-0.0282543	-60.4616	21.6432	9.69182	18704.2
0.963388	-0.17696	-0.0728232	-9.60204	34.3979	0.321047	18704.2
-1.71547	0.252803	-0.182638	1.67631	-60.5268	6.1294	18704.2
-0.599148	-0.463776	-0.220118	25.1743	-39.7786	-0.122992	18704.2
-2.0655	0.524005	0.00340927	-29.9445	-56.0307	-9.23529	18704.2
-0.493509	-2.63217	0.0420303	60.7038	-8.84437	-2.97454	18704.2
-0.526868	1.16101	0.177895	-42.4319	-4.60501	7.50154	18704.2
1.24477	0.181084	-0.0254939	-16.5647	40.1376	-2.92116	18704.2
2.58424	2.57329	-0.208482	-46.9974	51.3654	-1.84757	18704.2
0.927515	1.18569	0.0122494	-40.4795	11.3886	-12.0479	18704.2
-0.625796	-1.26389	0.263592	34.292	-14.2456	-16.5892	18704.2
1.29333	1.28454	0.0742411	-48.334	35.4473	-15.7046	18704.2
-0.801852	0.907694	0.262015	-28.3835	-40.1466	3.89784	18704.2
1.60662	0.714523	0.126328	-35.5223	47.2677	0.925798	18704.2
-6.58982	1.65714	0.369154	-18.1569	-70.0255	-0.723621	18704.2
1.72902	-2.12923	-0.166306	49.1779	41.9803	4.65928	18704.2
-1.17744	1.18936	-0.0307427	-38.2436	-42.9728	0.393265	18704.2
1.18135	-1.05311	-0.287873	35.7377	49.5382	-3.44911	18704.2
-1.03306	0.0462471	0.140724	3.57302	-43.2202	-14.6474	18704.2
-1.90415	-0.839065	0.0247385	18.904	-57.5828	-17.7087	18704.2
-0.591581	1.28034	-0.00792673	-39.2611	-19.4813	-3.43096	18704.2
-0.366986	0.151204	0.106866	-22.6651	-5.29323	-41.8351	18704.2
2.29012	-0.125325	-0.429866	-9.49922	54.7888	-0.655992	18704.2
0.693521	0.269933	-0.0703129	-7.96579	31.7224	0.137689	18704.2
-0.416461	1.03233	-0.216444	-17.5444	-15.2562	0.568811	18704.2
0.181443	-0.676657	0.0461678	30.2022	-10.9569	-5.01267	18704.2
-3.58792	-1.4103	0.0358933	26.2146	-63.1873	5.7445	18704.2
-1.60056	2.69828	0.131712	-57.6465	-30.089	1.13043	18704.2
-0.434808	0.406425	-0.0896228	-23.6434	-26.1884	-8.06294	18704.2
0.797322	0.0265599	0.27322	-28.5572	14.2921	5.22869	18704.2
0.200584	1.35226	0.0109367	-43.94	1.71513	1.30909	18704.2
-0.077875	-0.780378	0.226418	23.9999	-3.80598	-9.16036	18704.2
-0.440768	-1.01555	0.0863399	25.4705	-6.41631	1.26456	18704.2
3.21036	3.00757	0.225934	-47.6217	48.7081	-4.13817	18704.2
-0.752159	0.78311	-0.0931383	-35.3492	-29.7362	0.879079	18704.2
-1.90898	-1.27788	-0.310685	19.1772	-54.7029	7.92408	18704.2
-1.76364	0.29362	0.148051	-7.03295	-60.5698	25.5946	18704.2
1.52622	0.478451	0.0855402	-1.79483	33.8863	-2.2823	18704.2
-2.43098	0.781884	-0.229142	-22.9092	-58.4833	-2.52131	18704.2
1.17623	-2.55285	0.242622	57.7141	32.0961	5.80661	18704.2
-0.451883	0.756662	0.170225	-33.0333	-25.5885	-8.76229	18704.2
-2.88069	1.728	0.209064	-31.3262	-55.663	-10.0891	18704.2
-5.1149	-2.76484	-0.0424643	36.0294	-62.6654	-4.14037	18704.2
-1.60712	-0.321064	-0.156705	15.0412	-59.527	-3.37819	18704.2
-0.861522	1.41709	0.132748	-45.9866	-31.8465	11.2723	18704.2
-0.592601	1.68238	-0.194118	-51.5141	-16.4838	2.7464	18704.2
3.3478	-2.56311	0.00548932	41.6415	55.0472	6.38008	18704.2
1.45554	0.391622	0.290821	15.9996	52.8952	0.553406	18704.2
2.11583	-0.357591	-0.0237547	9.03079	61.9403	1.64052	18704.2
0.809218	-0.561907	0.161584	30.1822	24.3293	9.87264	18704.2
0.802303	-0.078711	-0.00674068	35.8972	25.8521	-17.4333	18704.2
0.78401	-1.75288	0.117876	43.5593	37.8827	18.6624	18704.2
0.272215	-0.0231075	-0.449416	11.1667	-9.21127	-6.63408	18704.2
-0.208696	-1.15245	-0.0241837	36.3863	-3.4491	-0.0426987	18704.2
-0.514735	1.27801	0.494997	-60.615	-33.0823	21.747	18704.2
-0.407118	-0.575472	-0.010342	33.0533	10.2512	-20.3544	18704.2
-0.174486	-0.479129	-0.0308439	41.1749	-25.9993	1.85111	18704.2
1.25275	-0.934925	0.0776258	30.3779	38.1501	1.89651	18704.2
0.407087	0.293657	-0.0932921	-10.1528	25.0524	5.57167	18704.2
0.103204	0.555252	-0.0224079	-49.0363	2.51295	-11.0088	18704.2
0.43559	-1.9672	0.313735	55.9775	8.36705	5.84294	18704.2
-0.926865	-1.1717	-0.31539	28.3199	-37.8238	-6.08778	18704.2
